Код;Подстанция;Присоединение;Устройство РЗА;2015 дата;Тип терминала;2015;2016;2017;2016 дата;2018;2021;2019;2020;Посл_пров;Дата_посл_пров;ЦСРЗАИ;Ввод в эксплуатацию;Количество присоединений;Количество релейных защит;Примечание;Норма времени на Н;Норма времени на  В;Норма времени на К;Норма времени на О;Микроэлектроника;Оформлена документация;Включено в график отключений;Стоимость реконструкции;Год реконструкции;Микропроцессорная;Мастер код;2021 дата;Норма времени на К1;Сортировка ЦДС;Выполнено;Это не РЗА?;Тип присоединения;Реконструкция по ОКС;2017 дата;2022;2023;2024;2025;2018 дата;2026;2027;2028;2029;2030;Количество электроавтоматики;Количество противоаварийной автоматики;2019 дата;Назначение устройства РЗА;Производитель;Тип объекта;Тип устройства;2020 дата;2022 дата
1842;110кВ Билево;МВ-10кВ №70;РЗА;6;РТ-40 и РВ-100;к;;;;;;в;;в;03.2019;0;1996;1;1;;40;28,80;13,30;2,60;0;0;0;;;0;7;;27,70;;0;0;6;0;;;к;;;;;в;;;;;;11;1;1;ПС 110;ЭМ;;
1843;110кВ Билево;МВ-10кВ №71 резерв;РЗА;8;МР-500;к1;;;;н;;;;н;2018;0;2012;1;1;;40;30,90;14,90;3,10;0;0;0;;;1;7;;27,70;;0;0;6;0;;;;;;;;;;;;;;;1;4;ПС 110;МП;;
1844;110кВ Билево;МВ-10кВ №73 резерв;РЗА;8;МР-500;к1;;;;н;;;;н;2018;0;2012;1;1;;40;30,90;14,90;3,10;0;0;0;;;1;7;;27,70;;0;0;6;0;;;;;;;;;;;;;;;1;4;ПС 110;МП;;
1845;110кВ Билево;МВ-10кВ №74;РЗА;6;РТ-40 и РВ-100;к;;;;;;в;;в;04.2019;0;1996;1;1;;40;28,80;13,30;2,60;0;0;0;;;0;7;;27,70;;0;0;6;0;;;в;;;;;к;;;;;;11;1;1;ПС 110;ЭМ;;
1846;110кВ Билево;МВ-10кВ №75 резерв;РЗА;8;МР-500;к1;;;;н;;;;н;02.2018;0;2011;1;1;;40;30,90;14,90;3,10;0;0;0;;2025;1;7;;27,70;;0;0;6;0;;;;;;4;;;;;;;;;1;4;ПС 110;МП;;
1847;110кВ Билево;МВ-10кВ №76;РЗА;6;РТ-40 и РВ-100;к;;;;;;в;;в;03.2019;0;1996;1;1;;40;28,80;13,30;2,60;0;0;0;;;0;7;;27,70;;0;0;6;0;;;к;;;;;в;;;;;;11;1;1;ПС 110;ЭМ;;
1848;110кВ Билево;МВ-10кВ №77 резерв;РЗА;8;МР-500;к1;;;;;;к;;н;2012;0;2012;1;1;;40;30,90;14,90;3,10;0;0;0;;;1;7;;27,70;;0;0;6;0;;;;;;;;;;;;;;;1;4;ПС 110;МП;;
1850;110кВ Билево;МВ-10кВ №79;РЗА;10;МР-500;к1;;;;;;в;;в;04.2019;0;2013;1;1;;40;28,80;13,30;2,60;0;0;0;;;1;7;;27,70;;0;0;6;0;;;к;;;;;в;;;;;;11;1;4;ПС 110;МП;;
1851;110кВ Билево;ВВ-10кВ №67;РЗА;4;МР-500;к1;;;;;;в;;в;04.2019;0;2012;1;1;;40;30,90;14,90;3,10;0;0;0;;;1;7;;27,70;;0;0;6;0;;;к;;;;;в;;;;;;11;1;4;ПС 110;МП;;
1852;110кВ Билево;МВ-10кВ №81;РЗА;8;МР-500;к1;;;;;;в;;в;05.2019;0;2012;1;1;;40;30,90;14,90;3,10;0;0;0;;;1;7;;27,70;;0;0;6;0;;;к;;;;;в;;;;;;11;1;4;ПС 110;МП;;
1853;110кВ Билево;МВ-10кВ №83;РЗА;10;МР-500;к1;;;;;;в;;в;04.2019;0;2012;1;1;;40;30,90;14,90;3,10;0;0;0;;;1;7;;27,70;;0;0;6;0;;;к;;;;;в;;;;;;11;1;4;ПС 110;МП;;
1854;110кВ Биофабрика;ВВ-10кВ №801;РЗА;;МР-700;;;;;;;в;;в;03.2019;0;2010;1;1;;40;30,90;14,90;3,10;0;0;0;;2010;1;6;;30,90;;0;0;6;0;;;к;;;;;в;;;;;;4;1;4;ПС 110;МП;;
1855;110кВ Биофабрика;ВВ-10кВ №803;РЗА;;МР-700;;;;;;;в;;в;04.2019;0;2010;1;1;;40;30,90;14,90;3,10;0;0;0;;2010;1;6;;30,90;;0;0;6;0;;;к;;;;;в;;;;;;4;1;4;ПС 110;МП;;
1856;110кВ Биофабрика;ВВ-10кВ №804;РЗА;;МР-700;;;;;;;в;;в;06.2019;0;2010;1;1;;40;30,90;14,90;3,10;0;0;0;;2010;1;6;;30,90;;0;0;6;0;;;к;;;;;в;;;;;;4;1;4;ПС 110;МП;;
1857;110кВ Биофабрика;ВВ-10кВ №806;РЗА;;МР-700;;;;;;;в;;в;04.2019;0;2010;1;1;;40;30,90;14,90;3,10;0;0;0;;2010;1;6;;30,90;;0;0;6;0;;;к;;;;;в;;;;;;4;1;4;ПС 110;МП;;
1858;110кВ Биофабрика;ВВ-10кВ №807;РЗА;;МР-700;;;;;;;в;;в;04.2019;0;2010;1;1;;40;30,90;14,90;3,10;0;0;0;;2010;1;6;;30,90;;0;0;6;0;;;к;;;;;в;;;;;;4;1;4;ПС 110;МП;;
1859;110кВ Биофабрика;ВВ-10кВ №809;РЗА;;МР-700;;;;;;;в;;в;05.2019;0;2010;1;1;;40;30,90;14,90;3,10;0;0;0;;2010;1;6;;30,90;;0;0;6;0;;;к;;;;;в;;;;;;4;1;4;ПС 110;МП;;
1860;110кВ Биофабрика;ВВ-10кВ №810;РЗА;;МР-700;;;;;;;в;;в;07.2019;0;2010;1;1;;40;30,90;14,90;3,10;0;0;0;;2010;1;6;;30,90;;0;0;6;0;;;к;;;;;в;;;;;;5;1;4;ПС 110;МП;;
1861;110кВ Биофабрика;ВВ-10кВ №811;РЗА;;МР-700;;;;;;;в;;в;07.2019;0;2010;1;1;;40;30,90;14,90;3,10;0;0;0;;2010;1;6;;30,90;;0;0;6;0;;;к;;;;;в;;;;;;5;1;4;ПС 110;МП;;
1862;110кВ Биофабрика;ВВ-10кВ №812;РЗА;;МР-700;;;;;;;в;;в;04.2019;0;2010;1;1;;40;30,90;14,90;3,10;0;0;0;;2010;1;6;;30,90;;0;0;6;0;;;к;;;;;в;;;;;;5;1;4;ПС 110;МП;;
1863;110кВ Биофабрика;ВВ-10кВ №802;РЗА;;МР-700;;;;;;;в;;в;03.2019;0;2010;1;1;;40;30,90;14,90;3,10;0;0;0;;2010;1;6;;30,90;;0;0;6;0;;;к;;;;;в;;;;;;4;1;4;ПС 110;МП;;
1864;110кВ Биофабрика;ВВ-10кВ №808;РЗА;;МР-700;;;;;;;в;;в;07.2019;0;2010;1;1;;40;30,90;14,90;3,10;0;0;0;;2010;1;6;;30,90;;0;0;6;0;;;к;;;;;в;;;;;;4;1;4;ПС 110;МП;;
1865;110кВ В. Северная;ВВ-10кВ №111;РЗА;;REF542+;;к;;2;;;;в;в;03.2020;0;2005;1;1;;40;28,80;13,30;2,60;0;0;0;;2021;1;10;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;2;ПС 110;МП;4;
1866;110кВ В. Северная;ВВ-10кВ №112;РЗА;;REF542+;;к;;2;;;;в;в;03.2020;0;2005;1;1;;40;28,80;13,30;2,60;0;0;0;;2021;1;10;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;2;ПС 110;МП;4;
1867;110кВ В. Северная;ВВ-10кВ №113;РЗА;;REF542+;;к;;7;;;;в;в;03.2020;0;2005;1;1;;40;28,80;13,30;2,60;0;0;0;;2021;1;10;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;2;ПС 110;МП;4;
1868;110кВ В. Северная;ВВ-10кВ №114;РЗА;;REF542+;;к;;7;;;;в;в;06.2020;0;2005;1;1;;40;28,80;13,30;2,60;0;0;0;;2021;1;10;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;2;ПС 110;МП;4;
1869;110кВ В. Северная;ВВ-10кВ №115;РЗА;;REF542+;;к;;8;;;;в;в;06.2020;0;2005;1;1;;40;28,80;13,30;2,60;0;0;0;;2021;1;10;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;2;ПС 110;МП;4;
1870;110кВ В. Северная;ВВ-10кВ №121;РЗА;;REF542+;;к;;8;;;;в;в;02.2020;0;2005;1;1;;40;28,80;13,30;2,60;0;0;0;;2021;1;10;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;2;ПС 110;МП;4;
1871;110кВ В. Северная;ВВ-10кВ №122;РЗА;;REF542+;;к;;8;;;;в;в;06.2020;0;2005;1;1;;40;28,80;13,30;2,60;0;0;0;;2021;1;10;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;2;ПС 110;МП;4;
1872;110кВ В. Северная;ВВ-10кВ №123;РЗА;;REF542+;;к;;8;;;;в;в;02.2020;0;2005;1;1;;40;28,80;13,30;2,60;0;0;0;;2021;1;10;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;2;ПС 110;МП;4;
1873;110кВ В. Северная;ВВ-10кВ №124;РЗА;;REF542+;;к;;8;;;;в;в;07.2020;0;2005;1;1;;40;28,80;13,30;2,60;0;0;0;;2021;1;10;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;2;ПС 110;МП;2;
1874;110кВ В. Северная;ВВ-10кВ №125;РЗА;;REF542+;;к;;8;;;;в;в;01.2020;0;2005;1;1;;40;28,80;13,30;2,60;0;0;0;;2021;1;10;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;2;ПС 110;МП;2;
1875;110кВ В. Северная;ВВ-10кВ №126;РЗА;;REF542+;;к;;8;;;;в;в;02.2020;0;2005;1;1;;40;28,80;13,30;2,60;0;0;0;;2021;1;10;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;2;ПС 110;МП;2;
1876;110кВ В. Северная;ВВ-10кВ №131;РЗА;;REF542+;;к;;2;;;;в;в;03.2020;0;2005;1;1;;40;28,80;13,30;2,60;0;0;0;;2021;1;10;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;2;ПС 110;МП;2;
1877;110кВ В. Северная;ВВ-10кВ №132;РЗА;;REF542+;;к;;2;;;;в;в;02.2020;0;2005;1;1;;40;28,80;13,30;2,60;0;0;0;;2021;1;10;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;2;ПС 110;МП;2;
1878;110кВ В. Северная;ВВ-10кВ №133;РЗА;;REF542+;;к;;4;;;;в;в;03.2020;0;2005;1;1;;40;28,80;13,30;2,60;0;0;0;;2021;1;10;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;2;ПС 110;МП;2;
1879;110кВ В. Северная;ВВ-10кВ №134;РЗА;;REF542+;;к;;4;;;;в;в;06.2020;0;2005;1;1;;40;28,80;13,30;2,60;0;0;0;;2021;1;10;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;2;ПС 110;МП;2;
1880;110кВ В. Северная;ВВ-10кВ №135;РЗА;;REF542+;;к;;4;;;;в;в;06.2020;0;2005;1;1;;40;28,80;13,30;2,60;0;0;0;;2021;1;10;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;2;ПС 110;МП;2;
1881;110кВ В. Северная;ВВ-10кВ №136;РЗА;;REF542+;;к;;4;;;;в;в;06.2020;0;2005;1;1;;40;28,80;13,30;2,60;0;0;0;;2021;1;10;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;2;ПС 110;МП;2;
1882;110кВ В. Северная;ВВ-10кВ №141;РЗА;;REF542+;;к;;4;;;;в;в;06.2020;0;2005;1;1;;40;28,80;13,30;2,60;0;0;0;;2021;1;10;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;2;ПС 110;МП;2;
1883;110кВ В. Северная;ВВ-10кВ №142;РЗА;;REF542+;;к;;8;;;;в;в;03.2020;0;2005;1;1;;40;28,80;13,30;2,60;0;0;0;;2021;1;10;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;2;ПС 110;МП;2;
1884;110кВ В. Северная;ВВ-10кВ №143;РЗА;;REF542+;;к;;8;;;;в;в;09.2020;0;2005;1;1;;40;28,80;13,30;2,60;0;0;0;;2021;1;10;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;2;ПС 110;МП;2;
1885;110кВ В. Северная;ВВ-10кВ №144;РЗА;;REF542+;;к;;8;;;;в;в;09.2020;0;2005;1;1;;40;28,80;13,30;2,60;0;0;0;;2021;1;10;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;2;ПС 110;МП;2;
1886;110кВ В. Северная;ВВ-10кВ №145;РЗА;;REF542+;;к;;8;;;;в;в;05.2020;0;2005;1;1;;40;28,80;13,30;2,60;0;0;0;;2021;1;10;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;2;ПС 110;МП;2;
1887;110кВ В. Северная;ВВ-10кВ №146;РЗА;;REF542+;;к;;8;;;;в;в;06.2020;0;2005;1;1;;40;28,80;13,30;2,60;0;0;0;;2021;1;10;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;2;ПС 110;МП;2;
1888;110кВ В. Северная;РП-10кВ "Северная";РЗА;;REF542+-9;;к;;8;;;;в;в;10.2020;0;2005;9;9;;40;28,80;13,30;2,60;0;0;0;;2019;1;10;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;2;ПС 110;МП;6;
1889;110кВ Верховье;ВВ-10кВ №845;РЗА;;МР5 ПО70;;в;в;10;;к;;;н;04.2022;0;2022;1;1;;;28,80;13,30;2,60;0;0;0;;2025;1;6;2;;;0;0;6;0;6;н;;к1;;;;;к;;;;;;1;4;ПС 110;МП;;
1890;110кВ Верховье;ВВ-10кВ №846;РЗА;;МР-500;;в;в;10;;к;;;к;03.2021;0;2008;1;1;;;28,80;13,30;2,60;0;0;0;;2025;1;6;2;;;0;0;6;0;6;;;в;;;;;к;;;;;;1;4;ПС 110;МП;;
1891;110кВ Верховье;ВВ-10кВ №847;РЗА;;МР-500;;в;в;10;;к;;;к;03.2021;0;2008;1;1;;;28,80;13,30;2,60;0;0;0;;2025;1;6;2;;;0;0;6;0;6;;;в;;;;;к;;;;;;1;4;ПС 110;МП;;
1892;110кВ Верховье;ВВ-10кВ №848;РЗА;;МР-500;;в;в;10;;к;;;к;03.2021;0;2008;1;1;;;28,80;13,30;2,60;0;0;0;;2025;1;6;2;;;0;0;6;0;6;;;в;;;;;к;;;;;;1;4;ПС 110;МП;;
1893;110кВ Верховье;ВВ-10кВ №849;РЗА;;МР-500;;в;в;10;;к;;;к;03.2021;0;2008;1;1;;;28,80;13,30;2,60;0;0;0;;2025;1;6;2;;;0;0;6;0;6;;;в;;;;;к;;;;;;1;4;ПС 110;МП;;
1894;110кВ Верховье;ВВ-10кВ №850;РЗА;;МР5 ПО70;;в;в;10;;к;;;н;04.2022;0;2022;1;1;;;28,80;13,30;2,60;0;0;0;;2025;1;6;2;;;0;0;6;0;6;н;;к1;;;;;к;;;;;;1;4;ПС 110;МП;;
1895;110кВ Верховье;ВВ-10кВ №851;РЗА;;МР5 ПО50;;;;0;;н;;;н;10.2021;0;2021;1;1;;;28,80;13,30;2,60;0;0;0;;2025;1;6;2;;;0;0;6;0;;к1;;в;;;;;к;;;;;;1;4;ПС 110;МП;;11
1896;110кВ Верховье;ВВ-10кВ №852;РЗА;;МР-500;;в;в;10;;к;;;к;02.2021;0;2008;1;1;;;28,80;13,30;2,60;0;0;0;;2025;1;6;2;;;0;0;6;0;4;;;в;;;;;к;;;;;;1;4;ПС 110;МП;;
1897;110кВ Верховье;ВВ-10кВ №853;РЗА;;МР-500;;в;в;7;;к;;;к;02.2021;0;2008;1;1;;;28,80;13,30;2,60;0;0;0;;2025;1;6;2;;;0;0;6;0;4;;;в;;;;;к;;;;;;1;4;ПС 110;МП;;
1898;110кВ Верховье;ВВ-10кВ №854;РЗА;;МР-500;;в;в;7;;к;;;к;05.2021;0;2008;1;1;;;28,80;13,30;2,60;0;0;0;;2025;1;6;2;;;0;0;6;0;4;;;в;;;;;к;;;;;;1;4;ПС 110;МП;;
1899;110кВ Верховье;ВВ-10кВ №855;РЗА;;МР-500;;в;в;7;;к;;;к;03.2021;0;2008;1;1;;;28,80;13,30;2,60;0;0;0;;2025;1;6;2;;;0;0;6;0;3;;;в;;;;;к;;;;;;1;4;ПС 110;МП;;
1900;110кВ Верховье;ВВ-10кВ №856;РЗА;;МР-500;;в;в;7;;к;;;к;03.2021;0;2008;1;1;;;28,80;13,30;2,60;0;0;0;;2025;1;6;2;;;0;0;6;0;3;;;в;;;;;к;;;;;;1;4;ПС 110;МП;;
1901;110кВ Выдрея;ВВ-10кВ №496;РЗА;;РТ-40 и РВМ-12;;;;;;;к;;в;06.2022;0;1997;1;1;;40;30,90;14,90;3,10;0;0;0;;;0;7;;30,90;;0;0;6;0;;в;;;;11;к;;;;в;;;6;1;1;ПС 110;ЭМ;;5
1902;110кВ Выдрея;ВВ-10кВ №497;РЗА;;РТ-40 и РВМ-12;;;;;;;к;;в;05.2022;0;1997;1;1;;40;30,90;14,90;3,10;0;0;0;;;0;7;;30,90;;0;0;6;0;;в;;;;11;к;;;;в;;;6;1;1;ПС 110;ЭМ;;5
1903;110кВ Выдрея;ВВ-10кВ №498;РЗА;;РТ-40 и РВМ-12;;;;;;;к;;в;05.2022;0;1997;1;1;;40;30,90;14,90;3,10;0;0;0;;;0;7;;30,90;;0;0;6;0;;в;;;;11;к;;;;в;;;6;1;1;ПС 110;ЭМ;;5
1904;110кВ Выдрея;ВВ-10кВ №499;РЗА;;РТ-40 и РВМ-12;;;;;;;;к;в;06.2022;0;1997;1;1;;40;30,90;14,90;3,10;0;0;0;;;0;7;;30,90;;0;0;6;0;;в;;;;11;к;;;;в;;;6;1;1;ПС 110;ЭМ;11;5
1905;110кВ Выдрея;ВВ-10кВ №500;РЗА;;МР5ПО50;;;;;;к1;н;;в;06.2022;0;2019;1;1;;40;30,90;14,90;3,10;0;0;0;;;1;7;11;30,90;;0;0;6;0;;в;;;;11;к;;;;в;;;6;1;4;ПС 110;МП;;5
1906;110кВ Выдрея;ВВ-10кВ №501;РЗА;;МР5ПО50;;;;;;к1;н;;в;06.2022;0;2019;1;1;;40;30,90;14,90;3,10;0;0;0;;;1;7;11;30,90;;0;0;6;0;;в;;;;11;к;;;;в;;;6;1;4;ПС 110;МП;;5
1907;110кВ Городок;ВВ-10кВ №905;РЗА;;REF542+;;;к;;;в;;;в;08.2021;0;2005;1;1;;;28,80;13,30;2,60;0;0;0;;2021;1;3;8;;;0;0;6;0;10;;;;к;;;;;в;;;;;1;2;ПС 110;МП;;
1908;110кВ Городок;ВВ-10кВ №906;РЗА;;REF542+;;;к;;;в;;;в;08.2021;0;2005;1;1;;;28,80;13,30;2,60;0;0;0;;2021;1;3;8;;;0;0;6;0;10;;;;к;;;;;в;;;;;1;2;ПС 110;МП;;
1909;110кВ Городок;ВВ-10кВ №907;РЗА;;REF542+;;;к;;;в;;;в;08.2021;0;2005;1;1;;;28,80;13,30;2,60;0;0;0;;2021;1;3;8;;;0;0;6;0;1;;;;к;;;;;в;;;;;1;2;ПС 110;МП;;
1910;110кВ Городок;ВВ-10кВ №908;РЗА;;REF542+;;;к;;;в;;;в;08.2021;0;2005;1;1;;;28,80;13,30;2,60;0;0;0;;2021;1;3;8;;;0;0;6;0;1;;;;к;;;;;в;;;;;1;2;ПС 110;МП;;
1911;110кВ Городок;ВВ-10кВ №909;РЗА;;REF542+;;;к;;;в;;;в;07.2021;0;2005;1;1;;;28,80;13,30;2,60;0;0;0;;2021;1;3;7;;;0;0;6;0;1;;;;к;;;;;в;;;;;1;2;ПС 110;МП;;
1912;110кВ Городок;ВВ-10кВ №910;РЗА;;REF542+;;;к;;;в;;;в;08.2021;0;2005;1;1;;;28,80;13,30;2,60;0;0;0;;2021;1;3;8;;;0;0;6;0;1;;;;к;;;;;в;;;;;1;2;ПС 110;МП;;
1913;110кВ Городок;ВВ-10кВ №911;РЗА;;REF542+;;;к;;;в;;;в;08.2021;0;2005;1;1;;;28,80;13,30;2,60;0;0;0;;2021;1;3;8;;;0;0;6;0;1;;;;к;;;;;в;;;;;1;2;ПС 110;МП;;
1914;110кВ Городок;ВВ-10кВ №912;РЗА;;REF542+;;;к;;;в;;;в;05.2021;0;2005;1;1;;;28,80;13,30;2,60;0;0;0;;2021;1;3;5;;;0;0;6;0;1;;;;к;;;;;в;;;;;1;2;ПС 110;МП;;
1915;110кВ Городок;ВВ-10кВ №913;РЗА;;REF542+;;;к;;;в;;;в;05.2021;0;2005;1;1;;;28,80;13,30;2,60;0;0;0;;2021;1;3;5;;;0;0;6;0;1;;;;к;;;;;в;;;;;1;2;ПС 110;МП;;
1916;110кВ Городок;ВВ-10кВ №914;РЗА;;REF542+;;;к;;;в;;;в;08.2021;0;2005;1;1;;;28,80;13,30;2,60;0;0;0;;2021;1;3;5;;;0;0;6;0;1;;;;к;;;;;в;;;;;1;2;ПС 110;МП;;
1917;110кВ Городок;ВВ-10кВ №915;РЗА;;REF542+;;;к;;к;в;;;в;05.2021;0;2005;1;1;;;28,80;13,30;2,60;0;0;0;;2021;1;3;5;;;0;0;6;0;1;;;;к;2;;;;в;;;;;1;2;ПС 110;МП;;
1918;110кВ Городок;ВВ-10кВ №916;РЗА;;REF542+;;;к;;к;в;;;в;09.2021;0;2005;1;1;;;28,80;13,30;2,60;0;0;0;;2021;1;3;6;;;0;0;6;0;1;;;;к;2;;;;в;;;;;1;2;ПС 110;МП;;
1919;110кВ Городок;ВВ-10кВ №917;РЗА;;REF542+;;;к;;к;в;;;в;06.2021;0;2005;1;1;;;28,80;13,30;2,60;0;0;0;;2021;1;3;6;;;0;0;6;0;1;;;;к;2;;;;в;;;;;1;2;ПС 110;МП;;
1920;110кВ Городок;ВВ-10кВ №918;РЗА;;REF542+;;;к;;к;в;;;в;06.2021;0;2005;1;1;;;28,80;13,30;2,60;0;0;0;;2021;1;3;6;;;0;0;6;0;1;;;;к;2;;;;в;;;;;1;2;ПС 110;МП;;
1921;110кВ Городок;ВВ-10кВ №919;РЗА;;REF542+;;;к;;;в;;;в;07.2021;0;2005;1;1;;;28,80;13,30;2,60;0;0;0;;2021;1;3;7;;;0;0;6;0;1;;;;к;;;;;в;;;;;1;2;ПС 110;МП;;
1922;110кВ Городок;ВВ-10кВ №920;РЗА;;REF542+;;;к;;к;в;;;в;09.2021;0;2005;1;1;;;28,80;13,30;2,60;0;0;0;;2021;1;3;6;;;0;0;6;0;1;;;;к;2;;;;в;;;;;1;2;ПС 110;МП;;
1923;110кВ Городок;ВВ-10кВ №921;РЗА;;REF542+;;;к;;к;в;;;в;05.2021;0;2005;1;1;;;28,80;13,30;2,60;0;0;0;;2021;1;3;5;;;0;0;6;0;2;;;;к;2;;;;в;;;;;1;2;ПС 110;МП;;
1924;110кВ Городок;ВВ-10кВ №922;РЗА;;REF542+;;;к;;к;в;;;в;09.2021;0;2005;1;1;;;28,80;13,30;2,60;0;0;0;;2021;1;3;7;;;0;0;6;0;2;;;;к;2;;;;в;;;;;1;2;ПС 110;МП;;
1925;110кВ Городок;ВВ-10кВ №923;РЗА;;REF542+;;;к;;;в;;;в;07.2021;0;2005;1;1;;;28,80;13,30;2,60;0;0;0;;2021;1;3;7;;;0;0;6;0;2;;;;к;;;;;в;;;;;1;2;ПС 110;МП;;
1926;110кВ Городок;ВВ-10кВ №924;РЗА;;REF542+;;;к;;к;в;;;в;07.2021;0;2005;1;1;;;28,80;13,30;2,60;0;0;0;;2021;1;3;7;;;0;0;6;0;2;;;;к;2;;;;в;;;;;1;2;ПС 110;МП;;
1927;110кВ Городок;ВВ-10кВ №925;РЗА;;REF542+;;;к;;к;в;;;в;07.2021;0;2005;1;1;;;28,80;13,30;2,60;0;0;0;;2021;1;3;7;;;0;0;6;0;2;;;;к;2;;;;в;;;;;1;2;ПС 110;МП;;
1928;110кВ Городок;ВВ-10кВ №926;РЗА;;REF542+;;;к;;;в;;;в;07.2021;0;2005;1;1;;;28,80;13,30;2,60;0;0;0;;2021;1;3;7;;;0;0;6;0;2;;;;к;;;;;в;;;;;1;2;ПС 110;МП;;
1929;110кВ Городок;ВВ-10кВ №927;РЗА;;REF542+;;;к;;;в;;;в;07.2021;0;2005;1;1;;;28,80;13,30;2,60;0;0;0;;2021;1;3;7;;;0;0;6;0;2;;;;к;;;;;в;;;;;1;2;ПС 110;МП;;
1930;110кВ Городок;ВВ-10кВ №928;РЗА;;REF542+;;;к;;к;в;;;в;07.2021;0;2005;1;1;;;28,80;13,30;2,60;0;0;0;;2021;1;3;7;;;0;0;6;0;2;;;;к;2;;;;в;;;;;1;2;ПС 110;МП;;
1931;110кВ Городок;ВВ-10кВ №929;РЗА;;REF542+;;;к;;к;в;;;в;06.2021;0;2005;1;1;;;28,80;13,30;2,60;0;0;0;;2021;1;3;6;;;0;0;6;0;2;;;;к;2;;;;в;;;;;1;2;ПС 110;МП;;
1932;110кВ Городок;ВВ-10кВ №930;РЗА;;REF542+;;;к;;к;в;;;в;08.2021;0;2005;1;1;;;28,80;13,30;2,60;0;0;0;;2021;1;3;8;;;0;0;6;0;2;;;;к;2;;;;в;;;;;1;2;ПС 110;МП;;
1933;110кВ Городок;ВВ-10кВ №931;РЗА;;REF542+;;;к;;к;в;;;в;08.2021;0;2005;1;1;;;28,80;13,30;2,60;0;0;0;;2021;1;3;8;;;0;0;6;0;2;;;;к;2;;;;в;;;;;1;2;ПС 110;МП;;
1934;110кВ Добромысль;МВ-10кВ №201;РЗА;6;РТ-40 и РВМ-12;к;;;;;;;в;в;10.2020;0;1995;1;2;;29;28,80;13,30;2,60;0;0;0;;;0;7;;28,80;;0;0;6;0;;;к;;;;;в;;;;;;6;1;1;ПС 110;ЭМ;8;
1935;110кВ Добромысль;МВ-10кВ №202;РЗА;6;РТ-40 и РВМ-12;к;;;;;;;в;в;10.2020;0;1995;1;2;;29;28,80;13,30;2,60;0;0;0;;;0;7;;28,80;;0;0;6;0;;;к;;;;;в;;;;;;6;1;1;ПС 110;ЭМ;8;
1936;110кВ Добромысль;МВ-10кВ №203;РЗА;6;РТ-40 и РВМ-12;к;;;;;;в;;в;11.2019;0;1995;1;2;;29;28,80;13,30;2,60;0;0;0;;;0;7;;28,80;;0;0;6;0;;;к;;;;;в;;;;;;6;1;1;ПС 110;ЭМ;;
1937;110кВ Добромысль;МВ-10кВ №204;РЗА;6;РТ-40 и РВМ-12;к;;;;;;в;;в;11.2019;0;1995;1;2;;29;28,80;13,30;2,60;0;0;0;;;0;7;;28,80;;0;0;6;0;;;к;;;;;в;;;;;;6;1;1;ПС 110;ЭМ;;
1938;110кВ Добромысль;МВ-10кВ №205;РЗА;6;РТ-40 и РВМ-12;к;;;;;;;в;в;09.2020;0;1995;1;2;;29;28,80;13,30;2,60;0;0;0;;;0;7;;28,80;;0;0;6;0;;;к;;;;;в;;;;;;6;1;1;ПС 110;ЭМ;8;
1939;110кВ Добромысль;МВ-10кВ №206;РЗА;6;РТ-40 и РВМ-12;к;;;;;;в;;в;11.2019;0;1995;1;2;;29;28,80;13,30;2,60;0;0;0;;;0;7;;28,80;;0;0;6;0;;;к;;;;;в;;;;;;6;1;1;ПС 110;ЭМ;;
1940;110кВ Добромысль;МВ-10кВ №207;РЗА;6;РТ-40 и РВМ-12;к;;;;;;в;;в;11.2019;0;1995;1;2;;29;28,80;13,30;2,60;0;0;0;;;0;7;;28,80;;0;0;6;0;;;к;;;;;в;;;;;;6;1;1;ПС 110;ЭМ;;
1941;110кВ Добромысль;МВ-10кВ №209;РЗА;6;РТ-40 и РВМ-12;к;;;;;;;в;в;2020;0;1995;1;2;;29;28,80;13,30;2,60;0;0;0;;;0;7;;28,80;;0;0;6;0;;;к;;;;;в;;;;;;6;1;1;ПС 110;ЭМ;8;
